TITLE,SAMPLE
632.5372,82.0674
633.0193,81.0033
633.5014,80.3982
633.9835,80.2196
634.4656,80.3915
634.9478,80.8583
635.4299,81.598
635.912,82.588
636.3941,83.7656
636.8762,85.0229
637.3583,86.242
637.8405,87.3414
638.3226,88.3032
638.8047,89.163
639.2868,89.9728
639.7689,90.7663
640.251,91.5496
640.7332,92.319
641.2153,93.0818
641.6974,93.858
642.1795,94.6591
642.6616,95.4616
643.1437,96.1958
643.6259,96.7648
644.108,97.0851
644.5901,97.1316
645.0722,96.9638
645.5543,96.7152
646.0364,96.5476
646.5186,96.59
647.0007,96.8868
647.4828,97.377
647.9649,97.915
648.447,98.3325
648.9291,98.5181
649.4113,98.4643
649.8934,98.2507
650.3755,97.9844
650.8576,97.7498
651.3397,97.5974
651.8218,97.5607
652.304,97.6715
652.7861,97.9497
653.2682,98.3757
653.7503,98.8718
654.2324,99.3171
654.7145,99.5974
655.1967,99.663
655.6788,99.5556
656.1609,99.3857
656.643,99.276
657.1251,99.3047
657.6072,99.4739
658.0894,99.7053
658.5715,99.8682
659.0536,99.8385
659.5357,99.5688
660.0178,99.1295
660.4999,98.6865
660.9821,98.4203
661.4642,98.4304
661.9463,98.6759
662.4284,98.9914
662.9105,99.1806
663.3926,99.1348
663.8748,98.8991
664.3569,98.6295
664.839,98.4733
665.3211,98.483
665.8032,98.6201
666.2853,98.8062
666.7675,98.9565
667.2496,98.9747
667.7317,98.7554
668.2138,98.3751
668.6959,98.24
669.178,98.4574
669.6602,98.8122
670.1423,99.1723
670.6244,99.4724
671.1065,99.6453
671.5886,99.6237
672.0707,99.3839
672.5529,98.986
673.035,98.5629
673.5171,98.2559
673.9992,98.1486
674.4813,98.2422
674.9634,98.4733
675.4456,98.7502
675.9277,98.9822
676.4098,99.0943
676.8919,99.0407
677.374,98.8281
677.8561,98.5331
678.3383,98.2884
678.8204,98.2264
679.3025,98.409
679.7846,98.7912
680.2667,99.249
680.7488,99.6596
681.231,99.9713
681.7131,100.209
682.1952,100.413
682.6773,100.568
683.1594,100.588
683.6415,100.373
684.1237,99.902
684.6058,99.2767
685.0879,98.6905
685.57,98.3298
686.0521,98.281
686.5342,98.4987
687.0164,98.8443
687.4985,99.1633
687.9806,99.3577
688.4627,99.4176
688.9448,99.4014
689.4269,99.3839
689.9091,99.4069
690.3912,99.4588
690.8733,99.4876
691.3554,99.4338
691.8375,99.2657
692.3196,99.0026
692.8018,98.7161
693.2839,98.5078
693.766,98.4698
694.2481,98.6409
694.7302,98.9818
695.2123,99.3871
695.6945,99.7318
696.1766,99.9294
696.6587,99.9664
697.1408,99.8931
697.6229,99.777
698.105,99.6528
698.5872,99.5036
699.0693,99.2915
699.5514,99.0102
700.0335,98.7158
700.5156,98.5076
700.9977,98.4691
701.4799,98.6112
701.962,98.8583
702.4441,99.0914
702.9262,99.2209
703.4083,99.2417
703.8904,99.2322
704.3726,99.3023
704.8547,99.5228
705.3368,99.8811
705.8189,100.282
706.301,100.593
706.7831,100.702
707.2653,100.572
707.7474,100.249
708.2295,99.8422
708.7116,99.4743
709.1937,99.2323
709.6758,99.14
710.158,99.163
710.6401,99.2387
711.1222,99.3125
711.6043,99.3609
712.0864,99.3917
712.5685,99.4285
713.0507,99.4928
713.5328,99.5935
714.0149,99.7235
714.497,99.8595
714.9791,99.9629
715.4612,99.9873
715.9434,99.8958
716.4255,99.6842
716.9076,99.3933
717.3897,99.0978
717.8718,98.8733
718.3539,98.7614
718.8361,98.7549
719.3182,98.8094
719.8003,98.8743
720.2824,98.9235
720.7645,98.9677
721.2466,99.0368
721.7288,99.1519
722.2109,99.3089
722.693,99.4833
723.1751,99.6444
723.6572,99.7682
724.1393,99.8419
724.6215,99.8614
725.1036,99.8252
725.5857,99.7365
726.0678,99.6119
726.5499,99.4908
727.032,99.4297
727.5142,99.4774
727.9963,99.6425
728.4784,99.8762
728.9605,100.087
729.4426,100.183
729.9247,100.123
730.4069,99.9343
730.889,99.6952
731.3711,99.4866
731.8532,99.3522
732.3353,99.2878
732.8174,99.2608
733.2996,99.24
733.7817,99.2118
734.2638,99.1776
734.7459,99.1426
735.228,99.1129
735.7101,99.1029
736.1923,99.1394
736.6744,99.2489
737.1565,99.4309
737.6386,99.6371
738.1207,99.7818
738.6028,99.7854
739.085,99.629
739.5671,99.3769
740.0492,99.1476
740.5313,99.0453
741.0134,99.0976
741.4955,99.2395
741.9777,99.3569
742.4598,99.362
742.9419,99.2487
743.424,99.0893
743.9061,98.9774
744.3882,98.9583
744.8704,98.9977
745.3525,99.0102
745.8346,98.9255
746.3167,98.7432
746.7988,98.5365
747.2809,98.4047
747.7631,98.4111
748.2452,98.5486
748.7273,98.7545
749.2094,98.9573
749.6915,99.1202
750.1736,99.2503
750.6558,99.3727
751.1379,99.4961
751.62,99.5987
752.1021,99.6451
752.5842,99.6166
753.0663,99.5285
753.5485,99.4197
754.0306,99.322
754.5127,99.235
754.9948,99.1262
755.4769,98.9574
755.959,98.7201
756.4412,98.4533
756.9233,98.2317
757.4054,98.1299
757.8875,98.1845
758.3696,98.3742
758.8517,98.628
759.3339,98.8571
759.816,98.9937
760.2981,99.0188
760.7802,98.9627
761.2623,98.8805
761.7444,98.817
762.2266,98.7831
762.7087,98.7551
763.1908,98.6955
763.6729,98.5831
764.155,98.4315
764.6371,98.2851
765.1193,98.193
765.6014,98.1773
766.0835,98.2165
766.5656,98.2562
767.0477,98.2399
767.5298,98.143
768.012,97.9855
768.4941,97.8173
768.9762,97.6854
769.4583,97.6068
769.9404,97.5651
770.4225,97.527
770.9047,97.4641
771.3868,97.3627
771.8689,97.2176
772.351,97.0226
772.8331,96.7707
773.3152,96.4677
773.7974,96.1457
774.2795,95.8602
774.7616,95.6651
775.2437,95.5792
775.7258,95.5663
776.2079,95.547
776.6901,95.4368
777.1722,95.1908
777.6543,94.8268
778.1364,94.4126
778.6185,94.0274
779.1006,93.7215
779.5828,93.4966
780.0649,93.3127
780.547,93.1136
781.0291,92.8544
781.5112,92.5166
781.9933,92.1098
782.4755,91.664
782.9576,91.2203
783.4397,90.8228
783.9218,90.5098
784.4039,90.3041
784.886,90.2048
785.3682,90.1888
785.8503,90.2228
786.3324,90.2797
786.8145,90.3483
787.2966,90.4288
787.7787,90.5222
788.2609,90.6236
788.743,90.7305
789.2251,90.8562
789.7072,91.0354
790.1893,91.307
790.6714,91.6842
791.1536,92.131
791.6357,92.5678
792.1178,92.91
792.5999,93.1168
793.082,93.2194
793.5641,93.3061
794.0463,93.4747
794.5284,93.7835
795.0105,94.2275
795.4926,94.7449
795.9747,95.2453
796.4568,95.641
796.939,95.8721
797.4211,95.9216
797.9032,95.82
798.3853,95.6365
798.8674,95.456
799.3495,95.346
799.8317,95.3292
800.3138,95.3777
800.7959,95.4371
801.278,95.4668
801.7601,95.4708
802.2422,95.4953
802.7244,95.5958
803.2065,95.7934
803.6886,96.0532
804.1707,96.3015
804.6528,96.4725
805.1349,96.552
805.6171,96.5857
806.0992,96.6459
806.5813,96.7793
807.0634,96.9707
807.5455,97.1468
808.0276,97.2184
808.5098,97.1335
808.9919,96.9061
809.474,96.6073
809.9561,96.327
810.4382,96.1344
810.9203,96.0567
811.4025,96.0802
811.8846,96.1669
812.3667,96.2745
812.8488,96.3729
813.3309,96.4542
813.813,96.5354
814.2952,96.6497
814.7773,96.8265
815.2594,97.0701
815.7415,97.3468
816.2236,97.5937
816.7057,97.7445
817.1879,97.7613
817.67,97.6517
818.1521,97.4638
818.6342,97.2611
819.1163,97.0963
819.5984,96.9946
820.0806,96.9533
820.5627,96.953
821.0448,96.9727
821.5269,97.002
822.009,97.0441
822.4911,97.1097
822.9733,97.203
823.4554,97.3093
823.9375,97.3935
824.4196,97.4137
824.9017,97.3447
825.3839,97.197
825.866,97.0152
826.3481,96.8563
826.8302,96.7584
827.3123,96.723
827.7944,96.72
828.2766,96.7117
828.7587,96.6769
829.2408,96.6189
829.7229,96.5531
830.205,96.4883
830.6871,96.4171
831.1693,96.3249
831.6514,96.2078
832.1335,96.0839
832.6156,95.9847
833.0977,95.9334
833.5798,95.9231
834.062,95.9139
834.5441,95.85
835.0262,95.6883
835.5083,95.4181
835.9904,95.0597
836.4725,94.6463
836.9547,94.2031
837.4368,93.7399
837.9189,93.2589
838.401,92.7673
838.8831,92.2805
839.3652,91.811
839.8474,91.3524
840.3295,90.8714
840.8116,90.3196
841.2937,89.6592
841.7758,88.8885
842.2579,88.0501
842.7401,87.2149
843.2222,86.4511
843.7043,85.7955
844.1864,85.2446
844.6685,84.7673
845.1506,84.3329
845.6328,83.9361
846.1149,83.6077
846.597,83.4027
847.0791,83.3735
847.5612,83.5426
848.0433,83.8899
848.5255,84.3606
849.0076,84.8885
849.4897,85.4212
849.9718,85.935
850.4539,86.4327
850.936,86.9293
851.4182,87.4388
851.9003,87.9703
852.3824,88.5336
852.8645,89.1455
853.3466,89.8267
853.8287,90.5877
854.3109,91.4115
854.793,92.2472
855.2751,93.0216
855.7572,93.6679
856.2393,94.157
856.7214,94.5117
857.2036,94.7938
857.6857,95.0672
858.1678,95.3606
858.6499,95.6512
859.132,95.8804
859.6141,95.9933
860.0963,95.9775
860.5784,95.8801
861.0605,95.7896
861.5426,95.7963
862.0247,95.9526
862.5068,96.2531
862.989,96.6399
863.4711,97.0271
863.9532,97.335
864.4353,97.5191
864.9174,97.5819
865.3995,97.5651
865.8817,97.5226
866.3638,97.4919
866.8459,97.4764
867.328,97.4513
867.8101,97.3889
868.2922,97.2874
868.7744,97.1832
869.2565,97.1348
869.7386,97.1876
870.2207,97.3431
870.7028,97.5528
871.1849,97.7437
871.6671,97.8582
872.1492,97.8828
872.6313,97.8469
873.1134,97.7963
873.5955,97.7628
874.0776,97.754
874.5598,97.7645
875.0419,97.7934
875.524,97.8505
876.0061,97.9421
876.4882,98.0523
876.9703,98.139
877.4525,98.1568
877.9346,98.0933
878.4167,97.9901
878.8988,97.928
879.3809,97.9805
879.863,98.1659
880.3452,98.4302
880.8273,98.6737
881.3094,98.8046
881.7915,98.7851
882.2736,98.6432
882.7557,98.4474
883.2379,98.2682
883.72,98.1533
884.2021,98.123
884.6842,98.1781
885.1663,98.3041
885.6484,98.4703
886.1306,98.63
886.6127,98.7314
887.0948,98.7393
887.5769,98.6519
888.059,98.5021
888.5411,98.3403
889.0233,98.2103
889.5054,98.1339
889.9875,98.11
890.4696,98.123
890.9517,98.1531
891.4338,98.1797
891.916,98.1823
892.3981,98.1423
892.8802,98.0506
893.3623,97.9164
893.8444,97.7709
894.3265,97.6609
894.8087,97.6322
895.2908,97.7096
895.7729,97.8824
896.255,98.1038
896.7371,98.3068
897.2192,98.4307
897.7014,98.4465
898.1835,98.3667
898.6656,98.2343
899.1477,98.0981
899.6298,97.9898
900.1119,97.9142
900.5941,97.8569
901.0762,97.8008
901.5583,97.7393
902.0404,97.6789
902.5225,97.6323
903.0046,97.6072
903.4868,97.5977
903.9689,97.5842
904.451,97.5381
904.9331,97.4341
905.4152,97.2617
905.8973,97.0331
906.3795,96.7794
906.8616,96.537
907.3437,96.3294
907.8258,96.156
908.3079,95.9948
908.79,95.8179
909.2722,95.6068
909.7543,95.3588
910.2364,95.0803
910.7185,94.7753
911.2006,94.4403
911.6827,94.0691
912.1649,93.6637
912.647,93.24
913.1291,92.8248
913.6112,92.4449
914.0933,92.1178
914.5754,91.8474
915.0576,91.6264
915.5397,91.4407
916.0218,91.2745
916.5039,91.1166
916.986,90.9673
917.4681,90.8422
917.9503,90.7683
918.4324,90.7701
918.9145,90.8523
919.3966,90.9916
919.8787,91.1457
920.3608,91.2779
920.843,91.3801
921.3251,91.4802
921.8072,91.6241
922.2893,91.8455
922.7714,92.1422
923.2535,92.4745
923.7357,92.7862
924.2178,93.0325
924.6999,93.1971
925.182,93.2888
925.6641,93.3243
926.1462,93.3106
926.6284,93.2421
927.1105,93.1101
927.5926,92.9177
928.0747,92.6851
928.5568,92.4407
929.0389,92.2045
929.5211,91.9759
930.0032,91.7342
930.4853,91.4541
930.9674,91.1226
931.4495,90.7478
931.9316,90.3511
932.4138,89.9492
932.8959,89.5394
933.378,89.0993
933.8601,88.6023
934.3422,88.0376
934.8243,87.4216
935.3065,86.7925
935.7886,86.1933
936.2707,85.6581
936.7528,85.2102
937.2349,84.8714
937.717,84.6707
938.1992,84.6443
938.6813,84.8225
939.1634,85.2146
939.6455,85.8018
940.1276,86.5421
940.6097,87.3816
941.0919,88.2668
941.574,89.1528
942.0561,90.0094
942.5382,90.8268
943.0203,91.6154
943.5024,92.3957
943.9846,93.178
944.4667,93.9429
944.9488,94.6393
945.4309,95.205
945.913,95.6035
946.3951,95.8494
946.8773,96.0049
947.3594,96.1472
947.8415,96.3281
948.3236,96.5531
948.8057,96.7906
949.2878,97.001
949.77,97.1633
950.2521,97.2831
950.7342,97.3803
951.2163,97.4689
951.6984,97.5473
952.1805,97.6018
952.6627,97.6196
953.1448,97.6001
953.6269,97.5589
954.109,97.5217
954.5911,97.5148
955.0732,97.554
955.5554,97.6388
956.0375,97.7516
956.5196,97.8654
957.0017,97.9556
957.4838,98.0109
957.9659,98.0354
958.4481,98.0415
958.9302,98.0377
959.4123,98.0217
959.8944,97.9838
960.3765,97.9197
960.8586,97.841
961.3408,97.7745
961.8229,97.7492
962.305,97.7794
962.7871,97.8549
963.2692,97.9463
963.7513,98.0211
964.2335,98.0599
964.7156,98.0628
965.1977,98.0424
965.6798,98.0118
966.1619,97.976
966.644,97.9328
967.1262,97.8812
967.6083,97.828
968.0904,97.7871
968.5725,97.7699
969.0546,97.7752
969.5367,97.7857
970.0189,97.776
970.501,97.7276
970.9831,97.6409
971.4652,97.5366
971.9473,97.4441
972.4294,97.3847
972.9116,97.3597
973.3937,97.3511
973.8758,97.3343
974.3579,97.2933
974.84,97.2298
975.3221,97.1593
975.8043,97.1004
976.2864,97.0626
976.7685,97.042
977.2506,97.0248
977.7327,96.9955
978.2148,96.9434
978.697,96.8657
979.1791,96.7681
979.6612,96.6628
980.1433,96.5658
980.6254,96.4915
981.1075,96.4455
981.5897,96.4186
982.0718,96.3885
982.5539,96.3301
983.036,96.2299
983.5181,96.0969
984.0002,95.9599
984.4824,95.8531
984.9645,95.7978
985.4466,95.7904
985.9287,95.8047
986.4108,95.8035
986.8929,95.7547
987.3751,95.6421
987.8572,95.4684
988.3393,95.2509
988.8214,95.0151
989.3035,94.7876
989.7856,94.5897
990.2678,94.4325
990.7499,94.3129
991.232,94.2141
991.7141,94.1114
992.1962,93.9808
992.6783,93.8086
993.1605,93.5963
993.6426,93.3595
994.1247,93.1205
994.6068,92.8987
995.0889,92.7023
995.571,92.5256
996.0532,92.3532
996.5353,92.1683
997.0174,91.9601
997.4995,91.7271
997.9816,91.4744
998.4637,91.2095
998.9459,90.939
999.428,90.6707
999.9101,90.4169
1000.3922,90.1954
1000.8743,90.024
1001.3564,89.9112
1001.8386,89.8488
1002.3207,89.8126
1002.8028,89.7728
1003.2849,89.7091
1003.767,89.6215
1004.2491,89.5301
1004.7313,89.4643
1005.2134,89.4479
1005.6955,89.4875
1006.1776,89.5704
1006.6597,89.6714
1007.1418,89.7632
1007.624,89.8247
1008.1061,89.8443
1008.5882,89.8184
1009.0703,89.7493
1009.5524,89.6448
1010.0345,89.5192
1010.5167,89.393
1010.9988,89.2885
1011.4809,89.221
1011.963,89.1903
1012.4451,89.177
1012.9272,89.148
1013.4094,89.0685
1013.8915,88.9158
1014.3736,88.6883
1014.8557,88.4057
1015.3378,88.1007
1015.8199,87.807
1016.3021,87.5477
1016.7842,87.3277
1017.2663,87.1309
1017.7484,86.9247
1018.2305,86.6705
1018.7126,86.3386
1019.1948,85.9202
1019.6769,85.431
1020.159,84.9024
1020.6411,84.3652
1021.1232,83.8341
1021.6053,83.3016
1022.0875,82.7449
1022.5696,82.1402
1023.0517,81.4753
1023.5338,80.754
1024.016,79.9895
1024.498,79.1943
1024.9802,78.3721
1025.4623,77.5176
1025.9445,76.6206
1026.4265,75.672
1026.9087,74.6666
1027.3907,73.6027
1027.8729,72.4804
1028.355,71.2992
1028.8372,70.0579
1029.3192,68.7534
1029.8014,67.3814
1030.2834,65.9384
1030.7656,64.4258
1031.2477,62.8534
1031.7299,61.2395
1032.2119,59.6054
1032.6941,57.9664
1033.1761,56.3245
1033.6583,54.6685
1034.1404,52.9827
1034.6226,51.2592
1035.1046,49.5055
1035.5868,47.7435
1036.0688,45.999
1036.551,44.2916
1037.0331,42.6299
1037.5153,41.0167
1037.9973,39.4576
1038.4795,37.968
1038.9615,36.5721
1039.4437,35.2944
1039.9258,34.1505
1040.408,33.1423
1040.89,32.2628
1041.3722,31.5054
1041.8542,30.8734
1042.3364,30.3818
1042.8185,30.0526
1043.3007,29.9058
1043.7827,29.9528
1044.2649,30.197
1044.7469,30.638
1045.2291,31.2759
1045.7112,32.1094
1046.1934,33.1304
1046.6754,34.3182
1047.1576,35.6409
1047.6396,37.0652
1048.1218,38.5694
1048.6039,40.1496
1049.0861,41.8153
1049.5681,43.5745
1050.0503,45.4198
1050.5323,47.3242
1051.0145,49.2491
1051.4966,51.1591
1051.9788,53.0337
1052.4608,54.8683
1052.943,56.6663
1053.425,58.429
1053.9072,60.1507
1054.3893,61.8216
1054.8715,63.433
1055.3535,64.9817
1055.8357,66.4678
1056.3177,67.8896
1056.7999,69.2401
1057.282,70.5076
1057.7642,71.6811
1058.2462,72.7554
1058.7284,73.7347
1059.2104,74.6314
1059.6926,75.4634
1060.1747,76.2504
1060.6569,77.0098
1061.1389,77.7532
1061.6211,78.4838
1062.1031,79.1957
1062.5853,79.8777
1063.0674,80.5185
1063.5496,81.1112
1064.0316,81.6538
1064.5138,82.1456
1064.9958,82.5847
1065.478,82.9697
1065.9601,83.306
1066.4423,83.6123
1066.9243,83.9184
1067.4065,84.2545
1067.8885,84.6346
1068.3707,85.0467
1068.8528,85.4544
1069.335,85.8135
1069.817,86.092
1070.2992,86.2858
1070.7813,86.4189
1071.2634,86.5311
1071.7455,86.6593
1072.2277,86.822
1072.7097,87.015
1073.1919,87.2166
1073.674,87.4011
1074.1561,87.5532
1074.6382,87.6759
1075.1204,87.7899
1075.6024,87.9219
1076.0846,88.0897
1076.5667,88.2905
1077.0488,88.4994
1077.5309,88.681
1078.0131,88.8067
1078.4951,88.8688
1078.9773,88.8825
1079.4594,88.8763
1079.9415,88.8783
1080.4236,88.9058
1080.9058,88.9629
1081.3878,89.0443
1081.87,89.1384
1082.3521,89.2284
1082.8342,89.2924
1083.3163,89.3086
1083.7985,89.2648
1084.2805,89.1667
1084.7627,89.0375
1085.2448,88.9047
1085.7269,88.7832
1086.209,88.6655
1086.6912,88.5295
1087.1732,88.3581
1087.6554,88.1558
1088.1375,87.9497
1088.6196,87.7698
1089.1017,87.6245
1089.5839,87.4888
1090.0659,87.3162
1090.5481,87.0661
1091.0302,86.7289
1091.5123,86.3303
1091.9944,85.9145
1092.4766,85.518
1092.9586,85.1547
1093.4408,84.8184
1093.9229,84.4987
1094.405,84.1948
1094.8871,83.9174
1095.3693,83.6794
1095.8513,83.4852
1096.3335,83.3281
1096.8156,83.1973
1097.2977,83.0892
1097.7798,83.0128
1098.262,82.9864
1098.744,83.0282
1099.2262,83.1472
1099.7083,83.3392
1100.1904,83.5886
1100.6725,83.8731
1101.1547,84.1703
1101.6367,84.4629
1102.1189,84.744
1102.601,85.0176
1103.0831,85.2952
1103.5652,85.5882
1104.0474,85.8992
1104.5294,86.2188
1105.0116,86.5295
1105.4937,86.8146
1105.9758,87.0669
1106.4579,87.2899
1106.9401,87.4927
1107.4221,87.6803
1107.9043,87.8488
1108.3864,87.9866
1108.8685,88.0825
1109.3506,88.1346
1109.8328,88.1531
1110.3148,88.1565
1110.797,88.1616
1111.2791,88.1748
1111.7612,88.19
1112.2433,88.1941
1112.7255,88.1786
1113.2075,88.1489
1113.6897,88.1264
1114.1718,88.1412
1114.6539,88.2196
1115.136,88.3744
1115.6182,88.6024
1116.1002,88.8902
1116.5824,89.2224
1117.0645,89.5867
1117.5466,89.9738
1118.0287,90.3734
1118.5109,90.7732
1118.9929,91.1616
1119.4751,91.5319
1119.9572,91.8854
1120.4393,92.2279
1120.9214,92.5626
1121.4036,92.8852
1121.8856,93.1835
1122.3678,93.4445
1122.8499,93.6626
1123.332,93.845
1123.8141,94.0084
1124.2963,94.1705
1124.7783,94.3409
1125.2605,94.5165
1125.7426,94.6862
1126.2247,94.8394
1126.7068,94.9737
1127.189,95.0947
1127.671,95.2083
1128.1532,95.3123
1128.6353,95.3934
1129.1174,95.4361
1129.5995,95.4362
1130.0817,95.4104
1130.5637,95.3917
1131.0459,95.4124
1131.528,95.485
1132.0101,95.5939
1132.4922,95.7046
1132.9744,95.7839
1133.4564,95.8186
1133.9386,95.82
1134.4207,95.8133
1134.9028,95.8194
1135.3849,95.8435
1135.8671,95.8746
1136.3491,95.8966
1136.8313,95.899
1137.3134,95.8828
1137.7955,95.8574
1138.2776,95.8349
1138.7598,95.824
1139.2418,95.8293
1139.724,95.8506
1140.2061,95.883
1140.6882,95.9169
1141.1703,95.9386
1141.6525,95.9354
1142.1345,95.9016
1142.6167,95.845
1143.0988,95.7852
1143.5809,95.7463
1144.063,95.7443
1144.5452,95.7765
1145.0272,95.8205
1145.5094,95.8441
1145.9915,95.8211
1146.4736,95.7456
1146.9557,95.6356
1147.4379,95.5234
1147.9199,95.4372
1148.4021,95.3865
1148.8842,95.3578
1149.3663,95.3236
1149.8484,95.2593
1150.3306,95.1567
1150.8126,95.026
1151.2948,94.8873
1151.7769,94.7558
1152.259,94.6325
1152.7411,94.505
1153.2233,94.357
1153.7053,94.1815
1154.1875,93.9869
1154.6696,93.7944
1155.1517,93.6268
1155.6338,93.4965
1156.116,93.3985
1156.598,93.3139
1157.0802,93.2206
1157.5623,93.1059
1158.0444,92.9734
1158.5265,92.8416
1159.0087,92.7341
1159.4907,92.6684
1159.9729,92.6473
1160.455,92.6596
1160.9371,92.6869
1161.4192,92.7141
1161.9014,92.7365
1162.3834,92.7597
1162.8656,92.7934
1163.3477,92.8417
